snapshot	elapsed_hours	participant	doctor_status	peers_status	controlled_members	controlled_messages	healthy	full_controlled_state
20260605T211107Z	47.242	hermes-container	0	0	4	78	True	True
20260605T211107Z	47.242	deimos-openclaw-container	0	0	4	78	True	True
20260605T211107Z	47.242	phobos-pi-hermes	255	255	None	None	False	False
20260605T214131Z	47.749	local-vps	0	0	4	78	True	True
20260605T214131Z	47.749	hermes-container	0	0	4	78	True	True
20260605T214131Z	47.749	deimos-openclaw-container	0	0	4	78	True	True
20260605T214131Z	47.749	phobos-pi-hermes	255	255	None	None	False	False
20260605T221155Z	48.255	local-vps	0	0	4	78	True	True
20260605T221155Z	48.255	hermes-container	0	0	4	78	True	True
20260605T221155Z	48.255	deimos-openclaw-container	0	0	4	78	True	True
20260605T221155Z	48.255	phobos-pi-hermes	255	255	None	None	False	False
20260605T224241Z	48.768	local-vps	0	0	4	78	True	True
20260605T224241Z	48.768	hermes-container	0	0	4	78	True	True
20260605T224241Z	48.768	deimos-openclaw-container	0	0	4	78	True	True
20260605T224241Z	48.768	phobos-pi-hermes	255	255	None	None	False	False
20260605T231313Z	49.277	local-vps	0	0	4	78	True	True
20260605T231313Z	49.277	hermes-container	0	0	4	78	True	True
20260605T231313Z	49.277	deimos-openclaw-container	0	0	4	78	True	True
20260605T231313Z	49.277	phobos-pi-hermes	255	255	None	None	False	False
20260605T234404Z	49.791	local-vps	0	0	4	78	True	True
20260605T234404Z	49.791	hermes-container	0	0	4	78	True	True
20260605T234404Z	49.791	deimos-openclaw-container	0	0	4	78	True	True
20260605T234404Z	49.791	phobos-pi-hermes	255	255	None	None	False	False
20260606T001431Z	50.299	local-vps	0	0	4	78	True	True
20260606T001431Z	50.299	hermes-container	0	0	4	78	True	True
20260606T001431Z	50.299	deimos-openclaw-container	0	0	4	78	True	True
20260606T001431Z	50.299	phobos-pi-hermes	255	255	None	None	False	False
20260606T004452Z	50.804	local-vps	0	0	4	78	True	True
20260606T004452Z	50.804	hermes-container	0	0	4	78	True	True
20260606T004452Z	50.804	deimos-openclaw-container	0	0	4	78	True	True
20260606T004452Z	50.804	phobos-pi-hermes	255	255	None	None	False	False
20260606T011539Z	51.318	local-vps	0	0	4	78	True	True
20260606T011539Z	51.318	hermes-container	0	0	4	78	True	True
20260606T011539Z	51.318	deimos-openclaw-container	0	0	4	78	True	True
20260606T011539Z	51.318	phobos-pi-hermes	255	255	None	None	False	False
20260606T014609Z	51.826	local-vps	0	0	4	78	True	True
20260606T014609Z	51.826	hermes-container	0	0	4	78	True	True
20260606T014609Z	51.826	deimos-openclaw-container	0	0	4	78	True	True
20260606T014609Z	51.826	phobos-pi-hermes	255	255	None	None	False	False
20260606T021659Z	52.340	local-vps	0	0	4	78	True	True
20260606T021659Z	52.340	hermes-container	0	0	4	78	True	True
20260606T021659Z	52.340	deimos-openclaw-container	0	0	4	78	True	True
20260606T021659Z	52.340	phobos-pi-hermes	255	255	None	None	False	False
20260606T024726Z	52.847	local-vps	0	0	4	78	True	True
20260606T024726Z	52.847	hermes-container	0	0	4	78	True	True
20260606T024726Z	52.847	deimos-openclaw-container	0	0	4	78	True	True
20260606T024726Z	52.847	phobos-pi-hermes	255	255	None	None	False	False
20260606T031814Z	53.361	local-vps	0	0	4	78	True	True
20260606T031814Z	53.361	hermes-container	0	0	4	78	True	True
20260606T031814Z	53.361	deimos-openclaw-container	0	0	4	78	True	True
20260606T031814Z	53.361	phobos-pi-hermes	255	255	None	None	False	False
20260606T034846Z	53.869	local-vps	0	0	4	78	True	True
20260606T034846Z	53.869	hermes-container	0	0	4	78	True	True
20260606T034846Z	53.869	deimos-openclaw-container	0	0	4	78	True	True
20260606T034846Z	53.869	phobos-pi-hermes	255	255	None	None	False	False
20260606T041929Z	54.381	local-vps	0	0	4	78	True	True
20260606T041929Z	54.381	hermes-container	0	0	4	78	True	True
20260606T041929Z	54.381	deimos-openclaw-container	0	0	4	78	True	True
20260606T041929Z	54.381	phobos-pi-hermes	255	255	None	None	False	False
20260606T044952Z	54.888	local-vps	0	0	4	78	True	True
20260606T044952Z	54.888	hermes-container	0	0	4	78	True	True
20260606T044952Z	54.888	deimos-openclaw-container	0	0	4	78	True	True
20260606T044952Z	54.888	phobos-pi-hermes	255	255	None	None	False	False
20260606T052015Z	55.394	local-vps	0	0	4	78	True	True
20260606T052015Z	55.394	hermes-container	0	0	4	78	True	True
20260606T052015Z	55.394	deimos-openclaw-container	0	0	4	78	True	True
20260606T052015Z	55.394	phobos-pi-hermes	255	255	None	None	False	False
20260606T054137Z	55.750	local-vps	0	0	4	78	True	True
20260606T054137Z	55.750	hermes-container	0	0	4	78	True	True
20260606T054137Z	55.750	deimos-openclaw-container	0	0	4	78	True	True
20260606T054137Z	55.750	phobos-pi-hermes	0	0	4	78	True	True
20260606T061216Z	56.261	local-vps	0	0	4	78	True	True
20260606T061216Z	56.261	hermes-container	0	0	4	78	True	True
20260606T061216Z	56.261	deimos-openclaw-container	0	0	4	78	True	True
20260606T061216Z	56.261	phobos-pi-hermes	255	255	None	None	False	False
20260606T064303Z	56.774	local-vps	0	0	4	78	True	True
20260606T064303Z	56.774	hermes-container	0	0	4	78	True	True
20260606T064303Z	56.774	deimos-openclaw-container	0	0	4	78	True	True
20260606T064303Z	56.774	phobos-pi-hermes	0	0	4	78	True	True
20260606T071350Z	57.287	local-vps	0	0	4	78	True	True
20260606T071350Z	57.287	hermes-container	0	0	4	78	True	True
20260606T071350Z	57.287	deimos-openclaw-container	0	0	4	78	True	True
20260606T071350Z	57.287	phobos-pi-hermes	255	255	None	None	False	False
20260606T074432Z	57.799	local-vps	0	0	4	78	True	True
20260606T074432Z	57.799	hermes-container	0	0	4	78	True	True
20260606T074432Z	57.799	deimos-openclaw-container	0	0	4	78	True	True
20260606T074432Z	57.799	phobos-pi-hermes	0	0	4	78	True	True
20260606T081521Z	58.312	local-vps	0	0	4	78	True	True
20260606T081521Z	58.312	hermes-container	0	0	4	78	True	True
20260606T081521Z	58.312	deimos-openclaw-container	0	0	4	78	True	True
20260606T081521Z	58.312	phobos-pi-hermes	255	255	None	None	False	False
20260606T084616Z	58.828	local-vps	0	0	4	78	True	True
20260606T084616Z	58.828	hermes-container	0	0	4	78	True	True
20260606T084616Z	58.828	deimos-openclaw-container	0	0	4	78	True	True
20260606T084616Z	58.828	phobos-pi-hermes	0	0	4	78	True	True
20260606T091655Z	59.339	local-vps	0	0	4	78	True	True
20260606T091655Z	59.339	hermes-container	0	0	4	78	True	True
20260606T091655Z	59.339	deimos-openclaw-container	0	0	4	78	True	True
20260606T091655Z	59.339	phobos-pi-hermes	255	255	None	None	False	False
20260606T094748Z	59.853	local-vps	0	0	4	78	True	True
20260606T094748Z	59.853	hermes-container	0	0	4	78	True	True
20260606T094748Z	59.853	deimos-openclaw-container	0	0	4	78	True	True
20260606T094748Z	59.853	phobos-pi-hermes	0	0	4	78	True	True
20260606T101832Z	60.366	local-vps	0	0	4	78	True	True
20260606T101832Z	60.366	hermes-container	0	0	4	78	True	True
20260606T101832Z	60.366	deimos-openclaw-container	0	0	4	78	True	True
20260606T101832Z	60.366	phobos-pi-hermes	255	255	None	None	False	False
20260606T104926Z	60.881	local-vps	0	0	4	78	True	True
20260606T104926Z	60.881	hermes-container	0	0	4	78	True	True
20260606T104926Z	60.881	deimos-openclaw-container	0	0	4	78	True	True
20260606T104926Z	60.881	phobos-pi-hermes	0	0	4	78	True	True
20260606T112005Z	61.391	local-vps	0	0	4	78	True	True
20260606T112005Z	61.391	hermes-container	0	0	4	78	True	True
20260606T112005Z	61.391	deimos-openclaw-container	0	0	4	78	True	True
20260606T112005Z	61.391	phobos-pi-hermes	255	255	None	None	False	False
20260606T115051Z	61.904	local-vps	0	0	4	78	True	True
20260606T115051Z	61.904	hermes-container	0	0	4	78	True	True
20260606T115051Z	61.904	deimos-openclaw-container	0	0	4	78	True	True
20260606T115051Z	61.904	phobos-pi-hermes	0	0	4	78	True	True
20260606T122134Z	62.416	local-vps	0	0	4	78	True	True
20260606T122134Z	62.416	hermes-container	0	0	4	78	True	True
20260606T122134Z	62.416	deimos-openclaw-container	0	0	4	78	True	True
20260606T122134Z	62.416	phobos-pi-hermes	255	255	None	None	False	False
20260606T125215Z	62.928	local-vps	0	0	4	78	True	True
20260606T125215Z	62.928	hermes-container	0	0	4	78	True	True
20260606T125215Z	62.928	deimos-openclaw-container	0	0	4	78	True	True
20260606T125215Z	62.928	phobos-pi-hermes	0	0	4	78	True	True
20260606T132304Z	63.441	local-vps	0	0	4	78	True	True
20260606T132304Z	63.441	hermes-container	0	0	4	78	True	True
20260606T132304Z	63.441	deimos-openclaw-container	0	0	4	78	True	True
20260606T132304Z	63.441	phobos-pi-hermes	255	255	None	None	False	False
20260606T135349Z	63.954	local-vps	0	0	4	78	True	True
20260606T135349Z	63.954	hermes-container	0	0	4	78	True	True
20260606T135349Z	63.954	deimos-openclaw-container	0	0	4	78	True	True
20260606T135349Z	63.954	phobos-pi-hermes	0	0	4	78	True	True
20260606T142435Z	64.466	local-vps	0	0	4	78	True	True
20260606T142435Z	64.466	hermes-container	0	0	4	78	True	True
20260606T142435Z	64.466	deimos-openclaw-container	0	0	4	78	True	True
20260606T142435Z	64.466	phobos-pi-hermes	255	255	None	None	False	False
20260606T145523Z	64.980	local-vps	0	0	4	78	True	True
20260606T145523Z	64.980	hermes-container	0	0	4	78	True	True
20260606T145523Z	64.980	deimos-openclaw-container	0	0	4	78	True	True
20260606T145523Z	64.980	phobos-pi-hermes	0	0	4	78	True	True
20260606T152602Z	65.491	local-vps	0	0	4	78	True	True
20260606T152602Z	65.491	hermes-container	0	0	4	78	True	True
20260606T152602Z	65.491	deimos-openclaw-container	0	0	4	78	True	True
20260606T152602Z	65.491	phobos-pi-hermes	255	255	None	None	False	False
20260606T155652Z	66.004	local-vps	0	0	4	78	True	True
20260606T155652Z	66.004	hermes-container	0	0	4	78	True	True
20260606T155652Z	66.004	deimos-openclaw-container	0	0	4	78	True	True
20260606T155652Z	66.004	phobos-pi-hermes	0	0	4	78	True	True
20260606T162736Z	66.517	local-vps	0	0	4	78	True	True
20260606T162736Z	66.517	hermes-container	0	0	4	78	True	True
20260606T162736Z	66.517	deimos-openclaw-container	0	0	4	78	True	True
20260606T162736Z	66.517	phobos-pi-hermes	255	255	None	None	False	False
20260606T165821Z	67.029	local-vps	0	0	4	78	True	True
20260606T165821Z	67.029	hermes-container	0	0	4	78	True	True
20260606T165821Z	67.029	deimos-openclaw-container	0	0	4	78	True	True
20260606T165821Z	67.029	phobos-pi-hermes	0	0	4	78	True	True
20260606T172901Z	67.540	local-vps	0	0	4	78	True	True
20260606T172901Z	67.540	hermes-container	0	0	4	78	True	True
20260606T172901Z	67.540	deimos-openclaw-container	0	0	4	78	True	True
20260606T172901Z	67.540	phobos-pi-hermes	255	255	None	None	False	False
20260606T175949Z	68.054	local-vps	0	0	4	78	True	True
20260606T175949Z	68.054	hermes-container	0	0	4	78	True	True
20260606T175949Z	68.054	deimos-openclaw-container	0	0	4	78	True	True
20260606T175949Z	68.054	phobos-pi-hermes	0	0	4	78	True	True
20260606T183037Z	68.567	local-vps	0	0	4	78	True	True
20260606T183037Z	68.567	hermes-container	0	0	4	78	True	True
20260606T183037Z	68.567	deimos-openclaw-container	0	0	4	78	True	True
20260606T183037Z	68.567	phobos-pi-hermes	255	255	None	None	False	False
20260606T190123Z	69.080	local-vps	0	0	4	78	True	True
20260606T190123Z	69.080	hermes-container	0	0	4	78	True	True
20260606T190123Z	69.080	deimos-openclaw-container	0	0	4	78	True	True
20260606T190123Z	69.080	phobos-pi-hermes	0	0	4	78	True	True
20260606T193159Z	69.590	local-vps	0	0	4	78	True	True
20260606T193159Z	69.590	hermes-container	0	0	4	78	True	True
20260606T193159Z	69.590	deimos-openclaw-container	0	0	4	78	True	True
20260606T193159Z	69.590	phobos-pi-hermes	255	255	None	None	False	False
20260606T200251Z	70.104	local-vps	0	0	4	78	True	True
20260606T200251Z	70.104	hermes-container	0	0	4	78	True	True
20260606T200251Z	70.104	deimos-openclaw-container	0	0	4	78	True	True
20260606T200251Z	70.104	phobos-pi-hermes	0	0	4	78	True	True
20260606T203341Z	70.618	local-vps	0	0	4	78	True	True
20260606T203341Z	70.618	hermes-container	0	0	4	78	True	True
20260606T203341Z	70.618	deimos-openclaw-container	0	0	4	78	True	True
20260606T203341Z	70.618	phobos-pi-hermes	255	255	None	None	False	False
20260606T210434Z	71.133	local-vps	0	0	4	78	True	True
20260606T210434Z	71.133	hermes-container	0	0	4	78	True	True
20260606T210434Z	71.133	deimos-openclaw-container	0	0	4	78	True	True
20260606T210434Z	71.133	phobos-pi-hermes	0	0	4	78	True	True
20260606T213512Z	71.643	local-vps	0	0	4	78	True	True
20260606T213512Z	71.643	hermes-container	0	0	4	78	True	True
20260606T213512Z	71.643	deimos-openclaw-container	0	0	4	78	True	True
20260606T213512Z	71.643	phobos-pi-hermes	255	255	None	None	False	False
20260606T220559Z	72.156	local-vps	0	0	4	78	True	True
20260606T220559Z	72.156	hermes-container	0	0	4	78	True	True
20260606T220559Z	72.156	deimos-openclaw-container	0	0	4	78	True	True
20260606T220559Z	72.156	phobos-pi-hermes	0	0	4	78	True	True
20260606T223646Z	72.669	local-vps	0	0	4	78	True	True
20260606T223646Z	72.669	hermes-container	0	0	4	78	True	True
20260606T223646Z	72.669	deimos-openclaw-container	0	0	4	78	True	True
20260606T223646Z	72.669	phobos-pi-hermes	255	255	None	None	False	False
20260606T230731Z	73.182	local-vps	0	0	4	78	True	True
20260606T230731Z	73.182	hermes-container	0	0	4	78	True	True
20260606T230731Z	73.182	deimos-openclaw-container	0	0	4	78	True	True
20260606T230731Z	73.182	phobos-pi-hermes	0	0	4	78	True	True
20260606T233813Z	73.694	local-vps	0	0	4	78	True	True
20260606T233813Z	73.694	hermes-container	0	0	4	78	True	True
20260606T233813Z	73.694	deimos-openclaw-container	0	0	4	78	True	True
20260606T233813Z	73.694	phobos-pi-hermes	255	255	None	None	False	False
20260607T000902Z	74.207	local-vps	0	0	4	78	True	True
20260607T000902Z	74.207	hermes-container	0	0	4	78	True	True
20260607T000902Z	74.207	deimos-openclaw-container	0	0	4	78	True	True
20260607T000902Z	74.207	phobos-pi-hermes	255	255	None	None	False	False
20260607T003948Z	74.720	local-vps	0	0	4	78	True	True
20260607T003948Z	74.720	hermes-container	0	0	4	78	True	True
20260607T003948Z	74.720	deimos-openclaw-container	0	0	4	78	True	True
20260607T003948Z	74.720	phobos-pi-hermes	0	0	4	78	True	True
20260607T011027Z	75.231	local-vps	0	0	4	78	True	True
20260607T011027Z	75.231	hermes-container	0	0	4	78	True	True
20260607T011027Z	75.231	deimos-openclaw-container	0	0	4	78	True	True
20260607T011027Z	75.231	phobos-pi-hermes	255	255	None	None	False	False
20260607T014115Z	75.744	local-vps	0	0	4	78	True	True
20260607T014115Z	75.744	hermes-container	0	0	4	78	True	True
20260607T014115Z	75.744	deimos-openclaw-container	0	0	4	78	True	True
20260607T014115Z	75.744	phobos-pi-hermes	0	0	4	78	True	True
20260607T021207Z	76.259	local-vps	0	0	4	78	True	True
20260607T021207Z	76.259	hermes-container	0	0	4	78	True	True
20260607T021207Z	76.259	deimos-openclaw-container	0	0	4	78	True	True
20260607T021207Z	76.259	phobos-pi-hermes	255	255	None	None	False	False
20260607T024308Z	76.776	local-vps	0	0	4	78	True	True
20260607T024308Z	76.776	hermes-container	0	0	4	78	True	True
20260607T024308Z	76.776	deimos-openclaw-container	0	0	4	78	True	True
20260607T024308Z	76.776	phobos-pi-hermes	0	0	4	78	True	True
20260607T031353Z	77.288	local-vps	0	0	4	78	True	True
20260607T031353Z	77.288	hermes-container	0	0	4	78	True	True
20260607T031353Z	77.288	deimos-openclaw-container	0	0	4	78	True	True
20260607T031353Z	77.288	phobos-pi-hermes	255	255	None	None	False	False
20260607T034447Z	77.803	local-vps	0	0	4	78	True	True
20260607T034447Z	77.803	hermes-container	0	0	4	78	True	True
20260607T034447Z	77.803	deimos-openclaw-container	0	0	4	78	True	True
20260607T034447Z	77.803	phobos-pi-hermes	0	0	4	78	True	True
20260607T041528Z	78.314	local-vps	0	0	4	78	True	True
20260607T041528Z	78.314	hermes-container	0	0	4	78	True	True
20260607T041528Z	78.314	deimos-openclaw-container	0	0	4	78	True	True
20260607T041528Z	78.314	phobos-pi-hermes	255	255	None	None	False	False
20260607T044616Z	78.828	local-vps	0	0	4	78	True	True
20260607T044616Z	78.828	hermes-container	0	0	4	78	True	True
20260607T044616Z	78.828	deimos-openclaw-container	0	0	4	78	True	True
20260607T044616Z	78.828	phobos-pi-hermes	0	0	4	78	True	True
20260607T051703Z	79.341	local-vps	0	0	4	78	True	True
20260607T051703Z	79.341	hermes-container	0	0	4	78	True	True
20260607T051703Z	79.341	deimos-openclaw-container	0	0	4	78	True	True
20260607T051703Z	79.341	phobos-pi-hermes	255	255	None	None	False	False
20260607T054751Z	79.854	local-vps	0	0	4	78	True	True
20260607T054751Z	79.854	hermes-container	0	0	4	78	True	True
20260607T054751Z	79.854	deimos-openclaw-container	0	0	4	78	True	True
20260607T054751Z	79.854	phobos-pi-hermes	0	0	4	78	True	True
20260607T061836Z	80.367	local-vps	0	0	4	78	True	True
20260607T061836Z	80.367	hermes-container	0	0	4	78	True	True
20260607T061836Z	80.367	deimos-openclaw-container	0	0	4	78	True	True
20260607T061836Z	80.367	phobos-pi-hermes	255	255	None	None	False	False
20260607T064921Z	80.879	local-vps	0	0	4	78	True	True
20260607T064921Z	80.879	hermes-container	0	0	4	78	True	True
20260607T064921Z	80.879	deimos-openclaw-container	0	0	4	78	True	True
20260607T064921Z	80.879	phobos-pi-hermes	0	0	4	78	True	True
20260607T072005Z	81.391	local-vps	0	0	4	78	True	True
20260607T072005Z	81.391	hermes-container	0	0	4	78	True	True
20260607T072005Z	81.391	deimos-openclaw-container	0	0	4	78	True	True
20260607T072005Z	81.391	phobos-pi-hermes	255	255	None	None	False	False
20260607T075056Z	81.906	local-vps	0	0	4	78	True	True
20260607T075056Z	81.906	hermes-container	0	0	4	78	True	True
20260607T075056Z	81.906	deimos-openclaw-container	0	0	4	78	True	True
20260607T075056Z	81.906	phobos-pi-hermes	0	0	4	78	True	True
20260607T082141Z	82.418	local-vps	0	0	4	78	True	True
20260607T082141Z	82.418	hermes-container	0	0	4	78	True	True
20260607T082141Z	82.418	deimos-openclaw-container	0	0	4	78	True	True
20260607T082141Z	82.418	phobos-pi-hermes	255	255	None	None	False	False
20260607T085228Z	82.931	local-vps	0	0	4	78	True	True
20260607T085228Z	82.931	hermes-container	0	0	4	78	True	True
20260607T085228Z	82.931	deimos-openclaw-container	0	0	4	78	True	True
20260607T085228Z	82.931	phobos-pi-hermes	0	0	4	78	True	True
20260607T092310Z	83.443	local-vps	0	0	4	78	True	True
20260607T092310Z	83.443	hermes-container	0	0	4	78	True	True
20260607T092310Z	83.443	deimos-openclaw-container	0	0	4	78	True	True
20260607T092310Z	83.443	phobos-pi-hermes	255	255	None	None	False	False
20260607T095358Z	83.956	local-vps	0	0	4	78	True	True
20260607T095358Z	83.956	hermes-container	0	0	4	78	True	True
20260607T095358Z	83.956	deimos-openclaw-container	0	0	4	78	True	True
20260607T095358Z	83.956	phobos-pi-hermes	0	0	4	78	True	True
20260607T102449Z	84.470	local-vps	0	0	4	78	True	True
20260607T102449Z	84.470	hermes-container	0	0	4	78	True	True
20260607T102449Z	84.470	deimos-openclaw-container	0	0	4	78	True	True
20260607T102449Z	84.470	phobos-pi-hermes	255	255	None	None	False	False
20260607T105538Z	84.984	local-vps	0	0	4	78	True	True
20260607T105538Z	84.984	hermes-container	0	0	4	78	True	True
20260607T105538Z	84.984	deimos-openclaw-container	0	0	4	78	True	True
20260607T105538Z	84.984	phobos-pi-hermes	0	0	4	78	True	True
20260607T112619Z	85.495	local-vps	0	0	4	78	True	True
20260607T112619Z	85.495	hermes-container	0	0	4	78	True	True
20260607T112619Z	85.495	deimos-openclaw-container	0	0	4	78	True	True
20260607T112619Z	85.495	phobos-pi-hermes	255	255	None	None	False	False
20260607T115710Z	86.009	local-vps	0	0	4	78	True	True
20260607T115710Z	86.009	hermes-container	0	0	4	78	True	True
20260607T115710Z	86.009	deimos-openclaw-container	0	0	4	78	True	True
20260607T115710Z	86.009	phobos-pi-hermes	0	0	4	78	True	True
20260607T122749Z	86.520	local-vps	0	0	4	78	True	True
20260607T122749Z	86.520	hermes-container	0	0	4	78	True	True
20260607T122749Z	86.520	deimos-openclaw-container	0	0	4	78	True	True
20260607T122749Z	86.520	phobos-pi-hermes	255	255	None	None	False	False
20260607T125842Z	87.035	local-vps	0	0	4	78	True	True
20260607T125842Z	87.035	hermes-container	0	0	4	78	True	True
20260607T125842Z	87.035	deimos-openclaw-container	0	0	4	78	True	True
20260607T125842Z	87.035	phobos-pi-hermes	0	0	4	78	True	True
20260607T132932Z	87.549	local-vps	0	0	4	78	True	True
20260607T132932Z	87.549	hermes-container	0	0	4	78	True	True
20260607T132932Z	87.549	deimos-openclaw-container	0	0	4	78	True	True
20260607T132932Z	87.549	phobos-pi-hermes	255	255	None	None	False	False
20260607T140023Z	88.063	local-vps	0	0	4	78	True	True
20260607T140023Z	88.063	hermes-container	0	0	4	78	True	True
20260607T140023Z	88.063	deimos-openclaw-container	0	0	4	78	True	True
20260607T140023Z	88.063	phobos-pi-hermes	0	0	4	78	True	True
20260607T143102Z	88.574	local-vps	0	0	4	78	True	True
20260607T143102Z	88.574	hermes-container	0	0	4	78	True	True
20260607T143102Z	88.574	deimos-openclaw-container	0	0	4	78	True	True
20260607T143102Z	88.574	phobos-pi-hermes	255	255	None	None	False	False
20260607T150150Z	89.087	local-vps	0	0	4	78	True	True
20260607T150150Z	89.087	hermes-container	0	0	4	78	True	True
20260607T150150Z	89.087	deimos-openclaw-container	0	0	4	78	True	True
20260607T150150Z	89.087	phobos-pi-hermes	0	0	4	78	True	True
20260607T153231Z	89.599	local-vps	0	0	4	78	True	True
20260607T153231Z	89.599	hermes-container	0	0	4	78	True	True
20260607T153231Z	89.599	deimos-openclaw-container	0	0	4	78	True	True
20260607T153231Z	89.599	phobos-pi-hermes	255	255	None	None	False	False
20260607T160319Z	90.112	local-vps	0	0	4	78	True	True
20260607T160319Z	90.112	hermes-container	0	0	4	78	True	True
20260607T160319Z	90.112	deimos-openclaw-container	0	0	4	78	True	True
20260607T160319Z	90.112	phobos-pi-hermes	0	0	4	78	True	True
20260607T163357Z	90.623	local-vps	0	0	4	78	True	True
20260607T163357Z	90.623	hermes-container	0	0	4	78	True	True
20260607T163357Z	90.623	deimos-openclaw-container	0	0	4	78	True	True
20260607T163357Z	90.623	phobos-pi-hermes	255	255	None	None	False	False
20260607T170450Z	91.137	local-vps	0	0	4	78	True	True
20260607T170450Z	91.137	hermes-container	0	0	4	78	True	True
20260607T170450Z	91.137	deimos-openclaw-container	0	0	4	78	True	True
20260607T170450Z	91.137	phobos-pi-hermes	0	0	4	78	True	True
20260607T173543Z	91.652	local-vps	0	0	4	78	True	True
20260607T173543Z	91.652	hermes-container	0	0	4	78	True	True
20260607T173543Z	91.652	deimos-openclaw-container	0	0	4	78	True	True
20260607T173543Z	91.652	phobos-pi-hermes	255	255	None	None	False	False
20260607T180626Z	92.164	local-vps	0	0	4	78	True	True
20260607T180626Z	92.164	hermes-container	0	0	4	78	True	True
20260607T180626Z	92.164	deimos-openclaw-container	0	0	4	78	True	True
20260607T180626Z	92.164	phobos-pi-hermes	0	0	4	78	True	True
20260607T183712Z	92.677	local-vps	0	0	4	78	True	True
20260607T183712Z	92.677	hermes-container	0	0	4	78	True	True
20260607T183712Z	92.677	deimos-openclaw-container	0	0	4	78	True	True
20260607T183712Z	92.677	phobos-pi-hermes	255	255	None	None	False	False
20260607T190755Z	93.189	local-vps	0	0	4	78	True	True
20260607T190755Z	93.189	hermes-container	0	0	4	78	True	True
20260607T190755Z	93.189	deimos-openclaw-container	0	0	4	78	True	True
20260607T190755Z	93.189	phobos-pi-hermes	0	0	4	78	True	True
20260607T193834Z	93.699	local-vps	0	0	4	78	True	True
20260607T193834Z	93.699	hermes-container	0	0	4	78	True	True
20260607T193834Z	93.699	deimos-openclaw-container	0	0	4	78	True	True
20260607T193834Z	93.699	phobos-pi-hermes	255	255	None	None	False	False
20260607T200920Z	94.212	local-vps	0	0	4	78	True	True
20260607T200920Z	94.212	hermes-container	0	0	4	78	True	True
20260607T200920Z	94.212	deimos-openclaw-container	0	0	4	78	True	True
20260607T200920Z	94.212	phobos-pi-hermes	0	0	4	78	True	True
20260607T204005Z	94.725	local-vps	0	0	4	78	True	True
20260607T204005Z	94.725	hermes-container	0	0	4	78	True	True
20260607T204005Z	94.725	deimos-openclaw-container	0	0	4	78	True	True
20260607T204005Z	94.725	phobos-pi-hermes	255	255	None	None	False	False
20260607T211048Z	95.237	local-vps	0	0	4	78	True	True
20260607T211048Z	95.237	hermes-container	0	0	4	78	True	True
20260607T211048Z	95.237	deimos-openclaw-container	0	0	4	78	True	True
20260607T211048Z	95.237	phobos-pi-hermes	0	0	4	78	True	True
20260607T214128Z	95.748	local-vps	0	0	4	78	True	True
20260607T214128Z	95.748	hermes-container	0	0	4	78	True	True
20260607T214128Z	95.748	deimos-openclaw-container	0	0	4	78	True	True
20260607T214128Z	95.748	phobos-pi-hermes	255	255	None	None	False	False
20260607T221212Z	96.260	local-vps	0	0	4	78	True	True
20260607T221212Z	96.260	hermes-container	0	0	4	78	True	True
20260607T221212Z	96.260	deimos-openclaw-container	0	0	4	78	True	True
20260607T221212Z	96.260	phobos-pi-hermes	0	0	4	78	True	True
20260607T224252Z	96.771	local-vps	0	0	4	78	True	True
20260607T224252Z	96.771	hermes-container	0	0	4	78	True	True
20260607T224252Z	96.771	deimos-openclaw-container	0	0	4	78	True	True
20260607T224252Z	96.771	phobos-pi-hermes	255	255	None	None	False	False
20260607T231339Z	97.284	local-vps	0	0	4	78	True	True
20260607T231339Z	97.284	hermes-container	0	0	4	78	True	True
20260607T231339Z	97.284	deimos-openclaw-container	0	0	4	78	True	True
20260607T231339Z	97.284	phobos-pi-hermes	0	0	4	78	True	True
20260607T234417Z	97.795	local-vps	0	0	4	78	True	True
20260607T234417Z	97.795	hermes-container	0	0	4	78	True	True
20260607T234417Z	97.795	deimos-openclaw-container	0	0	4	78	True	True
20260607T234417Z	97.795	phobos-pi-hermes	255	0	None	None	False	False
20260608T001516Z	98.311	local-vps	0	0	4	78	True	True
20260608T001516Z	98.311	hermes-container	0	0	4	78	True	True
20260608T001516Z	98.311	deimos-openclaw-container	0	0	4	78	True	True
20260608T001516Z	98.311	phobos-pi-hermes	255	255	None	None	False	False
20260608T004604Z	98.824	local-vps	0	0	4	78	True	True
20260608T004604Z	98.824	hermes-container	0	0	4	78	True	True
20260608T004604Z	98.824	deimos-openclaw-container	0	0	4	78	True	True
20260608T004604Z	98.824	phobos-pi-hermes	0	0	4	78	True	True
20260608T011646Z	99.336	local-vps	0	0	4	78	True	True
20260608T011646Z	99.336	hermes-container	0	0	4	78	True	True
20260608T011646Z	99.336	deimos-openclaw-container	0	0	4	78	True	True
20260608T011646Z	99.336	phobos-pi-hermes	255	255	None	None	False	False
20260608T014739Z	99.851	local-vps	0	0	4	78	True	True
20260608T014739Z	99.851	hermes-container	0	0	4	78	True	True
20260608T014739Z	99.851	deimos-openclaw-container	0	0	4	78	True	True
20260608T014739Z	99.851	phobos-pi-hermes	0	0	4	78	True	True
20260608T021827Z	100.364	local-vps	0	0	4	78	True	True
20260608T021827Z	100.364	hermes-container	0	0	4	78	True	True
20260608T021827Z	100.364	deimos-openclaw-container	0	0	4	78	True	True
20260608T021827Z	100.364	phobos-pi-hermes	255	255	None	None	False	False
